date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:10	753/753	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20May%202021%2004:28:59%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/05/cropped-JAS-favicon-32x32.jpg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/05/cropped-JAS-favicon-32x32.jpg	(from https://jasurveying.com.au/)
15:12:10	4548/4548	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20May%202021%2004:28:56%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/05/cropped-JAS-favicon-192x192.jpg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/05/cropped-JAS-favicon-192x192.jpg	(from https://jasurveying.com.au/)
15:12:11	4256/4256	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20May%202021%2004:28:57%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/05/cropped-JAS-favicon-180x180.jpg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/05/cropped-JAS-favicon-180x180.jpg	(from https://jasurveying.com.au/)
15:12:12	5313/5313	---M-Z	200	added ('OK')	text/css	date:Thu,%2010%20Jul%202025%2023:59:31%20GMT	https://jasurveying.com.au/wp-content/et-cache/10/et-core-unified-10.min.css?ver=1752191971	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/et-cache/10/et-core-unified-10.min1937.css	(from https://jasurveying.com.au/)
15:12:13	315635/315635	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2005:11:49%20GMT	https://jasurveying.com.au/wp-content/uploads/2022/12/new-homepage-scaled-e1671425599239.jpg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2022/12/new-homepage-scaled-e1671425599239.jpg	(from https://jasurveying.com.au/)
15:12:14	13935/13935	---M-Z	200	added ('OK')	text/css	date:Thu,%2010%20Jul%202025%2023:59:31%20GMT	https://jasurveying.com.au/wp-content/et-cache/10/et-core-unified-tb-195-deferred-10.min.css?ver=1752191971	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/et-cache/10/et-core-unified-tb-195-deferred-10.min1937.css	(from https://jasurveying.com.au/)
15:12:14	14541/14541	---M--	200	added ('OK')	image/png	date:Thu,%2013%20May%202021%2005:50:10%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/J.A.S-Logo_-Print.png	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/J.A.S-Logo_-Print.png	(from https://jasurveying.com.au/)
15:12:15	2612/2612	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2028%20Apr%202021%2002:00:52%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/building-roads-civil-infrastructure.svg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/building-roads-civil-infrastructure.svg	(from https://jasurveying.com.au/)
15:12:15	1875/1875	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2028%20Apr%202021%2002:00:49%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/property-development-subdivisions.svg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/property-development-subdivisions.svg	(from https://jasurveying.com.au/)
15:12:17	280565/280565	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2013:12:14%20GMT	https://jasurveying.com.au/about/	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/about/index.html	(from https://jasurveying.com.au/)
15:12:18	284596/284596	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2013:12:14%20GMT	https://jasurveying.com.au/services/	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/services/index.html	(from https://jasurveying.com.au/)
15:12:18	1539/1539	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2028%20Apr%202021%2002:00:48%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/buying-building-house.svg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/buying-building-house.svg	(from https://jasurveying.com.au/)
15:12:19	275760/275760	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2013:12:16%20GMT	https://jasurveying.com.au/services/aerial-drone-surveying/	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/services/aerial-drone-surveying/index.html	(from https://jasurveying.com.au/)
15:12:20	2745/2745	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2028%20Apr%202021%2002:00:51%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/boundary-disputes.svg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/boundary-disputes.svg	(from https://jasurveying.com.au/)
15:12:20	275149/275149	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2013:12:15%20GMT	https://jasurveying.com.au/services/building-roads-civil-infrastructure/	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/services/building-roads-civil-infrastructure/index.html	(from https://jasurveying.com.au/)
15:12:21	273541/273541	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2013:12:17%20GMT	https://jasurveying.com.au/services/buying-or-building-a-house/	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/services/buying-or-building-a-house/index.html	(from https://jasurveying.com.au/)
15:12:21	273595/273595	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2013:12:17%20GMT	https://jasurveying.com.au/services/property-development-subdivisions/	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/services/property-development-subdivisions/index.html	(from https://jasurveying.com.au/)
15:12:23	272788/272788	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2013:12:19%20GMT	https://jasurveying.com.au/services/boundary-dispute/	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/services/boundary-dispute/index.html	(from https://jasurveying.com.au/)
15:12:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Jul%202025%2013:12:21%20GMT	https://jasurveying.com.au/services	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/services.18.delayed	(from https://jasurveying.com.au/)
15:12:25	186507/186507	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2013:12:21%20GMT	https://jasurveying.com.au/what-to-expect/	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/what-to-expect/index.html	(from https://jasurveying.com.au/)
15:12:25	203219/203219	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2013:12:21%20GMT	https://jasurveying.com.au/faq/	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/faq/index.html	(from https://jasurveying.com.au/)
15:12:25	0/-1	---M--	301	error ('')			https://jasurveying.com.au/services	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/services.19.delayed	(from https://jasurveying.com.au/)
15:12:26	206674/206674	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Jul%202025%2013:12:22%20GMT	https://jasurveying.com.au/careers/	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/careers/index.html	(from https://jasurveying.com.au/)
15:12:26	0/0	---M--	418	error ('reauthentication%20required')	text/html	date:Fri,%2011%20Jul%202025%2013:12:21%20GMT	https://jasurveying.com.au/contact/	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/contact/index.html	(from https://jasurveying.com.au/)
15:12:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Jul%202025%2013:12:25%20GMT	https://jasurveying.com.au/services/boundary-disputes/	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/services/boundary-disputes/index.html	(from https://jasurveying.com.au/)
15:12:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Jul%202025%2013:12:25%20GMT	https://jasurveying.com.au/about	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/about	(from https://jasurveying.com.au/)
15:12:27	119379/119379	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20May%202021%2005:53:00%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/surveyor-snowy-mountains.jpg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/surveyor-snowy-mountains.jpg	(from https://jasurveying.com.au/)
15:12:28	7458/7458	---M--	200	added ('OK')	image/png	date:Thu,%2013%20May%202021%2005:50:10%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/J.A.S-Logo_-Print-300x300.png	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/J.A.S-Logo_-Print-300x300.png	(from https://jasurveying.com.au/)
15:12:28	688/688	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2029%20Apr%202021%2005:18:29%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/phone.svg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/phone.svg	(from https://jasurveying.com.au/)
15:12:29	557/557	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2029%20Apr%202021%2005:18:33%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/email.svg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/email.svg	(from https://jasurveying.com.au/)
15:12:29	527/527	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2029%20Apr%202021%2005:18:31%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/time.svg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/time.svg	(from https://jasurveying.com.au/)
15:12:30	5519/5519	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Dec%202022%2005:37:13%20GMT	https://jasurveying.com.au/wp-content/uploads/2022/12/Australian_Aboriginal_Flag.svg.png	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2022/12/Australian_Aboriginal_Flag.svg.png	(from https://jasurveying.com.au/)
15:12:30	647/647	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2029%20Apr%202021%2005:18:31%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/facebook.svg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/facebook.svg	(from https://jasurveying.com.au/)
15:12:31	1224/1224	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2029%20Apr%202021%2005:18:30%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/instagram.svg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/instagram.svg	(from https://jasurveying.com.au/)
15:12:31	755/755	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2029%20Apr%202021%2005:18:29%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/linkedin.svg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/linkedin.svg	(from https://jasurveying.com.au/)
15:12:32	546/546	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2029%20Apr%202021%2005:18:32%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/location.svg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/location.svg	(from https://jasurveying.com.au/)
15:12:33	87553/87553	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Nov%202023%2006:37:14%20GMT	https://jasurveying.com.au/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-includes/js/jquery/jquery.minf43b.js	(from https://jasurveying.com.au/)
15:12:33	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2009%20Aug%202023%2006:35:56%20GMT	https://jasurveying.com.au/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://jasurveying.com.au/)
15:12:34	274335/274335	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Nov%202024%2019:08:26%20GMT	https://jasurveying.com.au/wp-content/themes/Divi/js/scripts.min.js?ver=4.27.4	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/themes/Divi/js/scripts.min41c1.js	(from https://jasurveying.com.au/)
15:12:34	3349/3349	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Nov%202024%2019:08:31%20GMT	https://jasurveying.com.au/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.27.4	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids41c1.js	(from https://jasurveying.com.au/)
15:12:34	1343/1343	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Nov%202024%2019:08:25%20GMT	https://jasurveying.com.au/wp-content/themes/Divi/core/admin/js/common.js?ver=4.27.4	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/themes/Divi/core/admin/js/common41c1.js	(from https://jasurveying.com.au/)
15:12:35	157954/157954	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Nov%202024%2019:08:31%20GMT	https://jasurveying.com.au/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/motion-effects.js?ver=4.27.4	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/motion-effects41c1.js	(from https://jasurveying.com.au/)
15:12:36	1391/1391	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2027%20Jun%202025%2009:17:57%20GMT	https://jasurveying.com.au/wp-content/plugins/cleantalk-spam-protect/css/images/good_email.svg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/plugins/cleantalk-spam-protect/css/images/good_email.svg	(from https://jasurveying.com.au/wp-content/plugins/cleantalk-spam-protect/css/cleantalk-public.min.css?ver=6.58.1_1751015876)
15:12:37	1378/1378	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2027%20Jun%202025%2009:17:56%20GMT	https://jasurveying.com.au/wp-content/plugins/cleantalk-spam-protect/css/images/bad_email.svg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/plugins/cleantalk-spam-protect/css/images/bad_email.svg	(from https://jasurveying.com.au/wp-content/plugins/cleantalk-spam-protect/css/cleantalk-public.min.css?ver=6.58.1_1751015876)
15:12:38	129/129	---M-Z	200	added ('OK')	text/plain	date:Fri,%2011%20Jul%202025%2013:12:36%20GMT	http://jasurveying.com.au/robots.txt		(from https://jasurveying.com.au/)
15:12:39	469975/469975	---M--	200	added ('OK')	image/gif	date:Fri,%2027%20Jun%202025%2009:17:57%20GMT	https://jasurveying.com.au/wp-content/plugins/cleantalk-spam-protect/css/images/checking_email.gif	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/plugins/cleantalk-spam-protect/css/images/checking_email.gif	(from https://jasurveying.com.au/wp-content/plugins/cleantalk-spam-protect/css/cleantalk-public.min.css?ver=6.58.1_1751015876)
15:12:41	19296/19296	---M-Z	200	added ('OK')	text/css	date:Tue,%2008%20Jul%202025%2023:22:14%20GMT	https://jasurveying.com.au/wp-content/et-cache/256/et-divi-dynamic-tb-195-256.css?ver=1752016934	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/et-cache/256/et-divi-dynamic-tb-195-256e237.css	(from https://jasurveying.com.au/about/)
15:12:41	486111/486111	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20May%202021%2005:53:41%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/atkinson-family.jpg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/atkinson-family.jpg	(from https://jasurveying.com.au/wp-content/et-cache/10/et-core-unified-tb-195-deferred-10.min.css?ver=1752191971)
15:12:43	0/0	---M--	418	error ('reauthentication%20required')	text/html	date:Fri,%2011%20Jul%202025%2013:12:41%20GMT	https://jasurveying.com.au/wp-json/wp/v2/pages/256	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-json/wp/v2/pages/256.30.delayed	(from https://jasurveying.com.au/about/)
15:12:44	2496/2496	---M-Z	200	added ('OK')	application/json	date:Fri,%2011%20Jul%202025%2013:12:42%20GMT	https://jasurveying.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjasurveying.com.au%2Fabout%2F	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-json/oembed/1.0/embed4e46.json	(from https://jasurveying.com.au/about/)
15:12:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Jul%202025%2013:12:42%20GMT	https://jasurveying.com.au/?p=256	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/index03bd.html	(from https://jasurveying.com.au/about/)
15:12:46	2705/2705	---M-Z	200	added ('OK')	text/xml	date:Fri,%2011%20Jul%202025%2013:12:44%20GMT	https://jasurveying.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjasurveying.com.au%2Fabout%2F&format=xml	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-json/oembed/1.0/embed4b7f	(from https://jasurveying.com.au/about/)
15:12:47	5313/5313	---M-Z	200	added ('OK')	text/css	date:Tue,%2008%20Jul%202025%2023:22:14%20GMT	https://jasurveying.com.au/wp-content/et-cache/256/et-core-unified-256.min.css?ver=1752016934	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/et-cache/256/et-core-unified-256.mine237.css	(from https://jasurveying.com.au/about/)
15:12:48	11765/11765	---M-Z	200	added ('OK')	text/css	date:Tue,%2008%20Jul%202025%2023:22:14%20GMT	https://jasurveying.com.au/wp-content/et-cache/256/et-core-unified-tb-195-deferred-256.min.css?ver=1752016934	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/et-cache/256/et-core-unified-tb-195-deferred-256.mine237.css	(from https://jasurveying.com.au/about/)
15:12:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2011%20Jul%202025%2013:12:47%20GMT	https://jasurveying.com.au/what-to-expect	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/what-to-expect	(from https://jasurveying.com.au/about/)
15:12:50	82041/82041	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20May%202021%2005:45:59%20GMT	https://jasurveying.com.au/wp-content/uploads/2021/04/atkinson-family-cooma.jpg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2021/04/atkinson-family-cooma.jpg	(from https://jasurveying.com.au/about/)
15:12:51	59468/59468	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Mar%202023%2001:50:52%20GMT	https://jasurveying.com.au/wp-content/uploads/2023/03/Jack-web.jpg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2023/03/Jack-web.jpg	(from https://jasurveying.com.au/about/)
15:12:51	403239/403239	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Dec%202022%2004:29:15%20GMT	https://jasurveying.com.au/wp-content/uploads/2022/12/About-crop-scaled-e1671423763278.jpg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2022/12/About-crop-scaled-e1671423763278.jpg	(from https://jasurveying.com.au/about/)
15:12:53	49198/49198	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Mar%202023%2001:50:18%20GMT	https://jasurveying.com.au/wp-content/uploads/2023/03/Sarah-web.jpg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2023/03/Sarah-web.jpg	(from https://jasurveying.com.au/about/)
15:12:58	267272/267272	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jan%202025%2022:53:54%20GMT	https://jasurveying.com.au/wp-content/uploads/2025/01/Connie-Website-scaled.jpg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2025/01/Connie-Website-scaled.jpg	(from https://jasurveying.com.au/about/)
15:12:58	261997/261997	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jan%202025%2022:51:32%20GMT	https://jasurveying.com.au/wp-content/uploads/2025/01/CODY-Website-scaled.jpg	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/uploads/2025/01/CODY-Website-scaled.jpg	(from https://jasurveying.com.au/about/)
15:13:00	0/-1	---M--	301	error ('')			https://jasurveying.com.au/services	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/services.3f.delayed	(from https://jasurveying.com.au/about/)
15:13:02	26455/26455	---M-Z	200	added ('OK')	text/css	date:Tue,%2008%20Jul%202025%2023:33:49%20GMT	https://jasurveying.com.au/wp-content/et-cache/258/et-divi-dynamic-tb-195-258-late.css?ver=1752017628	C:/My%20Web%20Sites/Website%20clone/jasurveying.com.au/wp-content/et-cache/258/et-divi-dynamic-tb-195-258-late3ff1.css	(from https://jasurveying.com.au/services/)
